Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,TimeOccurrence
14458,,2021-08-25 09:00:00,25-08-2021 19:47,5,165,19,68,1,6,1,2,0,,19:47
14459,,2021-08-25 10:00:00,26-08-2021 06:34,8,379,7,62,0,0,1,14,0,,06:34
14460,,2021-08-25 11:00:00,25-08-2021 19:21,5,530,9,30,0,4,1,17,0,,19:21
14461,,2021-08-25 12:00:00,26-08-2021 02:30,17,321,13,11,0,3,1,10,0,,02:30
14462,,2021-08-25 13:00:00,25-08-2021 22:34,4,579,6,62,0,0,1,19,1,2021-10-30 01:00:00,22:34
14463,,2021-08-25 14:00:00,25-08-2021 21:14,7,460,12,39,0,1,1,6,1,2021-09-15 22:00:00,21:14
14464,,2021-08-25 15:00:00,26-08-2021 00:11,8,449,10,10,1,1,1,3,1,2022-03-15 00:00:00,00:11
14465,,2021-08-25 16:00:00,25-08-2021 18:33,1,322,1,79,1,3,3,18,0,,18:33
14466,,2021-08-25 17:00:00,26-08-2021 02:20,14,383,8,16,0,3,0,14,1,2021-11-14 12:00:00,02:20
14467,,2021-08-25 18:00:00,26-08-2021 07:00,26,520,2,47,0,2,1,16,0,,07:00
14468,,2021-08-25 19:00:00,26-08-2021 18:07,10,436,0,60,0,3,0,13,1,2021-10-28 02:00:00,18:07
14469,,2021-08-25 20:00:00,26-08-2021 18:45,2,554,4,19,0,0,1,11,0,,18:45
14470,,2021-08-25 21:00:00,26-08-2021 01:01,24,277,16,33,0,3,3,8,0,,01:01
14471,,2021-08-25 22:00:00,26-08-2021 05:48,4,166,7,37,0,2,1,11,0,,05:48
14472,,2021-08-25 23:00:00,26-08-2021 13:06,8,347,14,52,0,0,1,18,1,2021-09-18 22:00:00,13:06
14473,,2021-08-26 00:00:00,26-08-2021 22:57,17,398,6,64,0,2,1,8,1,2021-10-21 09:00:00,22:57
14474,,2021-08-26 01:00:00,26-08-2021 03:46,25,428,10,64,0,4,1,10,0,,03:46
14475,,2021-08-26 02:00:00,26-08-2021 12:57,12,433,8,12,0,2,0,17,0,,12:57
14476,,2021-08-26 03:00:00,26-08-2021 15:41,17,420,17,74,1,1,1,12,0,,15:41
14477,,2021-08-26 04:00:00,26-08-2021 09:21,2,358,7,64,1,5,1,9,1,2021-09-23 12:00:00,09:21
14478,,2021-08-26 05:00:00,26-08-2021 21:58,13,540,13,46,1,0,1,2,1,2021-09-21 15:00:00,21:58
14479,,2021-08-26 06:00:00,26-08-2021 12:23,4,550,4,39,0,5,1,2,0,,12:23
14480,,2021-08-26 07:00:00,27-08-2021 02:03,2,180,1,38,1,5,3,7,0,,02:03
14481,,2021-08-26 08:00:00,27-08-2021 07:51,21,275,19,38,1,2,1,15,1,2021-11-07 09:00:00,07:51
14482,,2021-08-26 09:00:00,27-08-2021 06:34,21,372,12,63,0,4,1,15,1,2021-11-18 04:00:00,06:34
14483,,2021-08-26 10:00:00,27-08-2021 09:39,10,371,12,15,1,4,1,15,0,,09:39
14484,,2021-08-26 11:00:00,27-08-2021 07:08,1,404,0,35,0,3,0,14,1,2021-09-19 16:00:00,07:08
14485,,2021-08-26 12:00:00,27-08-2021 08:20,17,233,0,66,0,4,0,7,0,,08:20
14486,,2021-08-26 13:00:00,26-08-2021 23:50,27,172,3,44,0,1,1,8,1,2021-09-20 11:00:00,23:50
14487,,2021-08-26 14:00:00,26-08-2021 17:28,5,387,12,25,1,1,1,10,0,,17:28
14488,,2021-08-26 15:00:00,27-08-2021 06:40,8,140,1,49,0,0,3,3,1,2021-10-05 02:00:00,06:40
14489,,2021-08-26 16:00:00,27-08-2021 06:31,17,533,14,19,0,4,1,15,0,,06:31
14490,,2021-08-26 17:00:00,26-08-2021 19:20,2,386,19,51,0,4,1,9,1,2021-10-11 05:00:00,19:20
14491,,2021-08-26 18:00:00,27-08-2021 08:23,4,548,0,52,1,6,0,1,0,,08:23
14492,,2021-08-26 19:00:00,27-08-2021 02:27,10,280,12,50,1,6,1,19,1,2021-10-07 12:00:00,02:27
14493,,2021-08-26 20:00:00,27-08-2021 00:49,2,131,17,43,0,6,1,3,1,2021-10-18 16:00:00,00:49
14494,,2021-08-26 21:00:00,27-08-2021 06:06,8,279,4,48,0,6,1,8,1,2021-11-16 03:00:00,06:06
14495,,2021-08-26 22:00:00,27-08-2021 11:55,1,123,11,36,1,1,3,6,1,2021-09-13 21:00:00,11:55
14496,,2021-08-26 23:00:00,27-08-2021 09:47,8,340,11,55,0,3,3,16,1,2021-09-22 00:00:00,09:47
14497,,2021-08-27 00:00:00,27-08-2021 04:36,8,219,4,22,0,1,1,3,0,,04:36
14498,,2021-08-27 01:00:00,27-08-2021 13:52,18,190,20,11,1,1,3,17,1,2021-11-02 17:00:00,13:52
14499,,2021-08-27 02:00:00,28-08-2021 00:59,5,351,12,38,1,4,1,1,1,2021-10-12 17:00:00,00:59
14500,,2021-08-27 03:00:00,27-08-2021 03:23,5,173,13,49,0,0,1,7,1,2021-11-25 22:00:00,03:23
14501,,2021-08-27 04:00:00,27-08-2021 05:18,8,350,9,66,0,5,1,17,0,,05:18
14502,,2021-08-27 05:00:00,27-08-2021 14:09,8,273,17,35,0,1,1,6,1,2021-09-20 22:00:00,14:09
14503,,2021-08-27 06:00:00,27-08-2021 11:40,10,236,14,13,1,3,1,2,1,2021-09-21 12:00:00,11:40
14504,,2021-08-27 07:00:00,27-08-2021 09:34,21,158,13,74,0,0,1,15,1,2021-11-03 19:00:00,09:34
14505,,2021-08-27 08:00:00,27-08-2021 15:17,12,404,8,31,0,6,0,12,1,2021-10-11 14:00:00,15:17
14506,,2021-08-27 09:00:00,28-08-2021 06:26,21,358,9,20,1,1,1,12,1,2021-11-06 05:00:00,06:26
14507,,2021-08-27 10:00:00,28-08-2021 08:39,5,259,14,61,0,0,1,14,1,2021-09-17 22:00:00,08:39
14508,,2021-08-27 11:00:00,28-08-2021 07:52,2,540,20,64,0,0,3,3,0,,07:52
14509,,2021-08-27 12:00:00,27-08-2021 19:09,18,505,6,59,0,6,1,1,0,,19:09
14510,,2021-08-27 13:00:00,28-08-2021 12:48,5,318,1,12,0,0,3,5,0,,12:48
14511,,2021-08-27 14:00:00,28-08-2021 03:22,8,346,0,16,1,1,0,11,0,,03:22
14512,,2021-08-27 15:00:00,27-08-2021 23:20,11,111,18,79,1,0,2,10,0,,23:20
14513,,2021-08-27 16:00:00,28-08-2021 15:10,7,524,13,68,0,0,1,13,0,,15:10
14514,,2021-08-27 17:00:00,28-08-2021 16:40,8,566,19,12,0,3,1,7,1,2021-09-10 22:00:00,16:40
14515,,2021-08-27 18:00:00,27-08-2021 23:38,3,109,15,15,1,2,3,2,0,,23:38
14516,,2021-08-27 19:00:00,28-08-2021 09:02,5,313,18,26,1,6,2,10,1,2021-09-16 16:00:00,09:02
14517,,2021-08-27 20:00:00,27-08-2021 20:52,1,291,16,39,0,5,3,15,1,2023-01-30 07:00:00,20:52
14518,,2021-08-27 21:00:00,28-08-2021 04:17,4,227,13,20,0,4,1,11,1,2021-11-16 10:00:00,04:17
14519,,2021-08-27 22:00:00,27-08-2021 23:01,4,269,14,73,1,1,1,14,1,2021-08-31 19:00:00,23:01
14520,,2021-08-27 23:00:00,28-08-2021 01:16,4,381,10,21,1,4,1,17,0,,01:16
14521,,2021-08-28 00:00:00,28-08-2021 07:28,13,261,3,57,1,3,1,19,1,2021-11-07 17:00:00,07:28
14522,,2021-08-28 01:00:00,28-08-2021 11:31,21,107,19,44,1,6,1,17,1,2021-10-08 19:00:00,11:31
14523,,2021-08-28 02:00:00,28-08-2021 14:53,2,551,11,56,1,3,3,16,1,2021-10-07 04:00:00,14:53
14524,,2021-08-28 03:00:00,28-08-2021 13:10,18,413,5,37,1,3,3,13,1,2021-09-08 23:00:00,13:10
14525,,2021-08-28 04:00:00,29-08-2021 02:59,14,289,2,66,0,3,1,8,1,2021-11-24 05:00:00,02:59
14526,,2021-08-28 05:00:00,28-08-2021 21:47,8,427,4,42,1,3,1,13,1,2021-10-10 16:00:00,21:47
14527,,2021-08-28 06:00:00,28-08-2021 06:34,4,572,11,18,1,3,3,7,0,,06:34
14528,,2021-08-28 07:00:00,28-08-2021 19:51,5,289,10,33,1,2,1,18,1,2023-05-12 13:00:00,19:51
14529,,2021-08-28 08:00:00,29-08-2021 00:28,17,113,20,32,0,1,3,17,0,,00:28
14530,,2021-08-28 09:00:00,28-08-2021 21:33,17,480,9,23,0,2,1,1,0,,21:33
14531,,2021-08-28 10:00:00,28-08-2021 18:22,2,334,15,58,1,4,3,14,1,2021-11-30 00:00:00,18:22
14532,,2021-08-28 11:00:00,29-08-2021 07:33,6,439,10,27,1,1,1,16,1,2022-07-27 03:00:00,07:33
14533,,2021-08-28 12:00:00,29-08-2021 02:43,25,117,10,40,0,2,1,5,0,,02:43
14534,,2021-08-28 13:00:00,28-08-2021 17:51,2,192,2,25,0,2,1,1,1,2022-01-02 01:00:00,17:51
14535,,2021-08-28 14:00:00,29-08-2021 11:44,4,329,10,37,1,0,1,14,1,2023-08-03 16:00:00,11:44
14536,,2021-08-28 15:00:00,28-08-2021 19:30,14,207,1,55,0,0,3,19,0,,19:30
14537,,2021-08-28 16:00:00,29-08-2021 04:59,5,272,13,16,0,2,1,12,0,,04:59
14538,,2021-08-28 17:00:00,28-08-2021 23:13,5,344,7,54,0,5,1,5,1,2021-09-21 08:00:00,23:13
14539,,2021-08-28 18:00:00,28-08-2021 23:51,5,361,9,73,0,2,1,9,1,2021-11-11 15:00:00,23:51
14540,,2021-08-28 19:00:00,29-08-2021 14:02,17,594,13,43,1,0,1,17,0,,14:02
14541,,2021-08-28 20:00:00,29-08-2021 01:24,17,280,12,40,1,1,1,7,1,2021-09-19 04:00:00,01:24
14542,,2021-08-28 21:00:00,29-08-2021 07:06,8,274,9,46,0,6,1,17,0,,07:06
14543,,2021-08-28 22:00:00,29-08-2021 04:12,1,174,9,37,0,5,1,12,1,2021-11-03 19:00:00,04:12
14544,,2021-08-28 23:00:00,29-08-2021 00:43,17,489,10,52,0,3,1,5,0,,00:43
14545,,2021-08-29 00:00:00,29-08-2021 13:56,16,238,1,79,0,0,3,12,1,2021-09-24 14:00:00,13:56
14546,,2021-08-29 01:00:00,29-08-2021 02:55,21,123,8,43,1,6,0,13,1,2021-10-18 02:00:00,02:55
14547,,2021-08-29 02:00:00,30-08-2021 01:29,1,419,10,44,1,0,1,13,0,,01:29
14548,,2021-08-29 03:00:00,29-08-2021 10:31,2,198,16,73,0,3,3,6,1,2022-10-16 15:00:00,10:31
14549,2021-01-09 00:00:00,2021-08-29 04:00:00,29-08-2021 07:58,5,187,20,48,0,6,3,2,1,2021-10-07 00:00:00,07:58
14550,,2021-08-29 05:00:00,29-08-2021 06:16,5,223,4,44,0,5,1,19,1,2021-10-29 04:00:00,06:16
14551,,2021-08-29 06:00:00,29-08-2021 11:06,28,244,0,24,0,1,0,6,1,2021-11-03 08:00:00,11:06
14552,2021-01-09 04:00:00,2021-08-29 07:00:00,30-08-2021 01:19,27,287,8,39,0,1,0,6,1,2021-09-10 04:00:00,01:19
14553,2021-01-09 01:00:00,2021-08-29 08:00:00,30-08-2021 06:57,1,553,13,38,0,4,1,8,1,2021-11-11 01:00:00,06:57
14554,,2021-08-29 09:00:00,29-08-2021 23:27,5,558,11,17,0,3,3,18,0,,23:27
14555,2021-01-09 09:00:00,2021-08-29 10:00:00,29-08-2021 11:04,5,422,4,18,1,2,1,5,1,2021-10-28 09:00:00,11:04
14556,,2021-08-29 11:00:00,30-08-2021 05:40,3,341,12,36,0,5,1,6,1,2021-09-12 06:00:00,05:40
14557,2021-01-09 07:00:00,2021-08-29 12:00:00,30-08-2021 06:02,25,202,19,42,1,0,1,5,0,,06:02
14558,2021-01-09 12:00:00,2021-08-29 13:00:00,30-08-2021 03:39,24,551,20,79,1,2,3,10,1,2021-09-18 12:00:00,03:39
14559,,2021-08-29 14:00:00,30-08-2021 02:44,8,494,17,60,1,0,1,14,1,2021-09-23 14:00:00,02:44
14560,,2021-08-29 15:00:00,29-08-2021 19:03,5,268,4,20,1,2,1,18,0,,19:03
14561,,2021-08-29 16:00:00,30-08-2021 15:22,12,552,11,30,0,4,3,15,1,2021-11-20 17:00:00,15:22
14562,2021-01-09 03:00:00,2021-08-29 17:00:00,30-08-2021 14:03,18,522,19,67,0,2,1,19,1,2021-09-13 03:00:00,14:03
14563,,2021-08-29 18:00:00,30-08-2021 06:34,4,144,15,41,0,4,3,15,1,2022-01-29 10:00:00,06:34
14564,,2021-08-29 19:00:00,30-08-2021 17:42,2,287,15,29,0,0,3,9,0,,17:42
14565,2021-01-09 16:00:00,2021-08-29 20:00:00,30-08-2021 06:23,20,272,6,68,0,0,1,18,1,2021-10-15 16:00:00,06:23
14566,2021-01-09 02:00:00,2021-08-29 21:00:00,30-08-2021 09:32,15,489,18,43,0,2,2,6,1,2021-09-05 02:00:00,09:32
14567,,2021-08-29 22:00:00,30-08-2021 09:00,5,332,5,73,0,5,3,2,0,,09:00
14568,2021-01-09 11:00:00,2021-08-29 23:00:00,30-08-2021 09:34,23,507,17,72,0,0,1,4,1,2021-10-27 11:00:00,09:34
14569,,2021-08-30 00:00:00,30-08-2021 00:46,8,435,3,72,0,3,1,4,0,,00:46
14570,2021-01-09 00:00:00,2021-08-30 01:00:00,30-08-2021 20:54,21,496,7,56,0,6,1,3,1,2021-11-29 00:00:00,20:54
14571,,2021-08-30 02:00:00,30-08-2021 18:21,4,304,20,50,1,2,3,17,0,,18:21
14572,,2021-08-30 03:00:00,30-08-2021 10:16,5,550,10,20,0,3,1,4,0,,10:16
14573,,2021-08-30 04:00:00,30-08-2021 12:13,17,347,12,25,1,6,1,9,1,2021-11-11 21:00:00,12:13
14574,2021-02-09 03:00:00,2021-08-30 05:00:00,31-08-2021 01:22,3,353,12,68,0,4,1,10,1,2021-11-05 03:00:00,01:22
14575,,2021-08-30 06:00:00,31-08-2021 02:02,20,533,9,72,0,6,1,5,1,2021-09-28 15:00:00,02:02
14576,,2021-08-30 07:00:00,30-08-2021 20:00,4,255,1,77,1,4,3,5,0,,20:00
14577,,2021-08-30 08:00:00,30-08-2021 11:05,28,228,2,60,1,1,1,16,1,2021-11-25 13:00:00,11:05
14578,,2021-08-30 09:00:00,31-08-2021 02:39,17,257,10,14,0,4,1,5,1,2022-10-08 12:00:00,02:39
14579,,2021-08-30 10:00:00,31-08-2021 06:39,14,186,13,28,0,0,1,5,0,,06:39
14580,,2021-08-30 11:00:00,30-08-2021 14:06,18,555,9,50,1,3,1,5,0,,14:06
14581,2021-01-09 04:00:00,2021-08-30 12:00:00,31-08-2021 09:59,5,471,8,69,0,1,0,3,0,,09:59
14582,2021-01-09 12:00:00,2021-08-30 13:00:00,30-08-2021 13:47,12,247,17,17,0,4,1,9,1,2021-11-11 12:00:00,13:47
14583,2021-01-09 03:00:00,2021-08-30 14:00:00,30-08-2021 16:17,8,208,7,63,0,4,1,17,1,2021-10-28 03:00:00,16:17
14584,2021-01-09 06:00:00,2021-08-30 15:00:00,31-08-2021 10:17,18,466,19,42,0,5,1,2,1,2021-11-01 06:00:00,10:17
14585,,2021-08-30 16:00:00,31-08-2021 04:56,17,348,17,36,0,3,1,17,1,2021-10-02 16:00:00,04:56
14586,2021-01-09 06:00:00,2021-08-30 17:00:00,31-08-2021 04:31,13,460,1,11,1,2,3,4,1,2021-10-27 06:00:00,04:31
14587,2021-01-09 05:00:00,2021-08-30 18:00:00,30-08-2021 19:46,19,376,19,15,0,5,1,12,0,,19:46
14588,2021-01-09 16:00:00,2021-08-30 19:00:00,31-08-2021 17:46,7,599,7,31,1,5,1,11,0,,17:46
14589,2021-01-09 08:00:00,2021-08-30 20:00:00,31-08-2021 16:51,1,383,5,32,0,1,3,8,1,2021-10-27 08:00:00,16:51
14590,,2021-08-30 21:00:00,30-08-2021 22:47,15,497,9,11,0,4,1,12,1,2021-09-27 19:00:00,22:47
14591,2021-01-09 18:00:00,2021-08-30 22:00:00,31-08-2021 21:33,17,171,8,57,0,3,0,1,0,,21:33
14592,2021-01-09 06:00:00,2021-08-30 23:00:00,31-08-2021 11:41,21,238,2,12,1,3,1,16,1,2021-11-21 06:00:00,11:41
14593,,2021-08-31 00:00:00,31-08-2021 11:42,24,361,5,70,0,0,3,9,1,2021-11-06 09:00:00,11:42
14594,2021-01-09 18:00:00,2021-08-31 01:00:00,31-08-2021 08:14,8,535,17,47,0,6,1,13,0,,08:14
14595,2021-01-09 09:00:00,2021-08-31 02:00:00,31-08-2021 06:17,8,399,17,61,0,2,1,7,0,,06:17
14596,,2021-08-31 03:00:00,31-08-2021 18:43,2,427,9,21,1,4,1,14,0,,18:43
14597,2021-01-09 01:00:00,2021-08-31 04:00:00,01-09-2021 01:03,5,499,16,69,0,2,3,11,0,,01:03
14598,,2021-08-31 05:00:00,01-09-2021 00:16,18,208,18,73,1,5,2,5,0,,00:16
14599,,2021-08-31 06:00:00,01-09-2021 04:30,5,564,8,52,0,4,0,18,0,,04:30
14600,2021-01-09 15:00:00,2021-08-31 07:00:00,31-08-2021 21:39,9,453,2,30,1,1,1,7,1,2021-12-04 15:00:00,21:39
14601,2021-01-09 13:00:00,2021-08-31 08:00:00,31-08-2021 22:50,21,182,1,47,0,0,3,17,0,,22:50
14602,2021-02-09 04:00:00,2021-08-31 09:00:00,01-09-2021 06:59,26,106,17,65,0,0,1,1,1,2021-10-09 04:00:00,06:59
14603,2021-01-09 04:00:00,2021-08-31 10:00:00,31-08-2021 13:01,4,260,9,15,0,1,1,11,0,,13:01
14604,2021-01-09 02:00:00,2021-08-31 11:00:00,01-09-2021 04:27,18,182,17,40,1,4,1,6,1,2021-10-04 02:00:00,04:27
14605,2021-02-09 22:00:00,2021-08-31 12:00:00,01-09-2021 05:51,4,472,6,58,0,6,1,3,1,2021-11-12 22:00:00,05:51
14606,2021-01-09 12:00:00,2021-08-31 13:00:00,01-09-2021 01:57,17,474,15,14,0,4,3,14,0,,01:57
14607,2021-02-09 01:00:00,2021-08-31 14:00:00,31-08-2021 18:28,8,258,2,53,0,5,1,6,0,,18:28
14608,2021-03-09 08:00:00,2021-08-31 15:00:00,01-09-2021 06:59,4,570,7,51,1,0,1,14,0,,06:59
14609,2021-01-09 05:00:00,2021-08-31 16:00:00,01-09-2021 04:42,13,367,5,10,1,4,3,5,1,2021-09-22 05:00:00,04:42
14610,2021-01-09 01:00:00,2021-08-31 17:00:00,01-09-2021 05:27,8,105,9,53,1,1,1,11,0,,05:27
14611,2021-01-09 04:00:00,2021-08-31 18:00:00,01-09-2021 02:34,17,151,14,24,0,3,1,11,0,,02:34
14612,2021-03-09 12:00:00,2021-08-31 19:00:00,01-09-2021 16:33,21,210,1,77,0,2,3,14,1,2021-09-13 12:00:00,16:33
14613,,2021-08-31 20:00:00,31-08-2021 23:07,12,558,3,16,0,6,1,4,1,2021-10-31 22:00:00,23:07
14614,2021-01-09 04:00:00,2021-08-31 21:00:00,01-09-2021 04:22,20,231,9,34,0,2,1,2,1,2021-11-23 04:00:00,04:22
14615,2021-02-09 05:00:00,2021-08-31 22:00:00,01-09-2021 12:28,17,483,2,50,0,2,1,6,0,,12:28
14616,2021-03-09 07:00:00,2021-08-31 23:00:00,01-09-2021 09:50,1,308,9,39,0,0,1,2,1,2021-09-21 07:00:00,09:50
14617,2021-01-09 18:00:00,2021-09-01 00:00:00,01-09-2021 05:25,27,254,14,31,1,2,1,2,0,,05:25
14618,2021-03-09 11:00:00,2021-09-01 01:00:00,01-09-2021 15:16,13,297,15,51,0,2,3,17,0,,15:16
14619,2021-02-09 19:00:00,2021-09-01 02:00:00,01-09-2021 11:16,1,468,7,33,1,0,1,4,0,,11:16
14620,2021-02-09 05:00:00,2021-09-01 03:00:00,01-09-2021 05:38,5,363,11,58,0,1,3,10,1,2021-11-11 05:00:00,05:38
14621,2021-02-09 11:00:00,2021-09-01 04:00:00,02-09-2021 01:58,0,443,20,61,1,5,3,5,1,2021-10-05 11:00:00,01:58
14622,2021-02-09 14:00:00,2021-09-01 05:00:00,01-09-2021 21:46,19,566,18,71,0,4,2,11,1,2021-09-09 14:00:00,21:46
14623,2021-03-09 00:00:00,2021-09-01 06:00:00,01-09-2021 12:49,2,225,14,28,0,5,1,5,1,2021-09-22 00:00:00,12:49
14624,2021-03-09 16:00:00,2021-09-01 07:00:00,01-09-2021 19:57,8,360,6,37,0,5,1,6,0,,19:57
14625,2021-02-09 21:00:00,2021-09-01 08:00:00,02-09-2021 06:46,9,259,2,59,1,2,1,6,1,2021-10-28 21:00:00,06:46
14626,2021-03-09 02:00:00,2021-09-01 09:00:00,02-09-2021 02:48,12,207,13,50,0,2,1,16,0,,02:48
14627,2021-02-09 00:00:00,2021-09-01 10:00:00,01-09-2021 19:09,5,262,16,37,0,5,3,12,0,,19:09
14628,2021-03-09 12:00:00,2021-09-01 11:00:00,01-09-2021 13:09,5,592,20,78,1,2,3,3,0,,13:09
14629,2021-03-09 03:00:00,2021-09-01 12:00:00,02-09-2021 11:59,13,517,8,27,0,6,0,7,0,,11:59
14630,2021-02-09 20:00:00,2021-09-01 13:00:00,02-09-2021 00:45,2,164,19,28,0,0,1,1,0,,00:45
14631,2021-04-09 08:00:00,2021-09-01 14:00:00,01-09-2021 17:54,14,449,8,55,0,5,0,11,0,,17:54
14632,2021-04-09 14:00:00,2021-09-01 15:00:00,02-09-2021 11:55,1,357,6,41,0,1,1,12,1,2021-09-25 14:00:00,11:55
14633,2021-03-09 04:00:00,2021-09-01 16:00:00,01-09-2021 20:59,28,524,5,14,1,2,3,8,1,2021-09-28 04:00:00,20:59
14634,2021-01-09 20:00:00,2021-09-01 17:00:00,01-09-2021 20:06,15,308,4,43,1,4,1,9,1,2021-09-12 20:00:00,20:06
14635,2021-03-09 06:00:00,2021-09-01 18:00:00,02-09-2021 10:09,10,201,17,14,1,4,1,8,1,2021-09-19 06:00:00,10:09
14636,2021-04-09 04:00:00,2021-09-01 19:00:00,02-09-2021 14:28,1,428,9,55,0,1,1,12,0,,14:28
14637,2021-03-09 09:00:00,2021-09-01 20:00:00,02-09-2021 01:40,5,202,13,66,1,4,1,13,1,2021-10-09 09:00:00,01:40
14638,2021-02-09 11:00:00,2021-09-01 21:00:00,01-09-2021 23:45,8,235,17,68,1,4,1,18,0,,23:45
14639,2021-03-09 20:00:00,2021-09-01 22:00:00,02-09-2021 11:22,17,314,13,43,0,3,1,15,0,,11:22
14640,2021-04-09 16:00:00,2021-09-01 23:00:00,02-09-2021 09:21,10,462,5,46,1,5,3,12,0,,09:21
14641,2021-03-09 05:00:00,2021-09-02 00:00:00,02-09-2021 06:32,7,477,3,67,0,0,1,5,0,,06:32
14642,2021-04-09 15:00:00,2021-09-02 01:00:00,02-09-2021 08:18,7,466,12,39,1,5,1,4,1,2021-11-18 15:00:00,08:18
14643,2021-04-09 16:00:00,2021-09-02 02:00:00,02-09-2021 17:15,5,572,2,52,0,0,1,3,1,2021-11-13 16:00:00,17:15
14644,2021-03-09 16:00:00,2021-09-02 03:00:00,02-09-2021 19:56,2,451,0,26,0,4,0,12,1,2021-11-02 16:00:00,19:56
14645,2021-04-09 11:00:00,2021-09-02 04:00:00,03-09-2021 02:17,17,544,17,11,0,3,1,10,1,2021-10-04 11:00:00,02:17
14646,2021-04-09 07:00:00,2021-09-02 05:00:00,02-09-2021 18:36,21,182,4,25,1,2,1,6,1,2021-09-24 07:00:00,18:36
14647,2021-04-09 02:00:00,2021-09-02 06:00:00,02-09-2021 13:41,8,422,7,51,0,5,1,19,0,,13:41
14648,2021-02-09 15:00:00,2021-09-02 07:00:00,02-09-2021 21:32,1,157,16,75,0,1,3,4,1,2023-04-02 15:00:00,21:32
14649,2021-02-09 11:00:00,2021-09-02 08:00:00,02-09-2021 23:20,20,576,11,70,0,4,3,13,1,2021-10-23 11:00:00,23:20
14650,2021-02-09 21:00:00,2021-09-02 09:00:00,02-09-2021 16:20,4,196,11,73,0,0,3,15,1,2021-09-12 21:00:00,16:20
14651,2021-02-09 16:00:00,2021-09-02 10:00:00,02-09-2021 13:50,5,571,8,61,0,6,0,1,0,,13:50
14652,2021-04-09 15:00:00,2021-09-02 11:00:00,03-09-2021 05:32,1,589,2,43,0,4,1,5,0,,05:32
14653,2021-02-09 14:00:00,2021-09-02 12:00:00,03-09-2021 10:50,2,163,7,72,0,2,1,16,1,2021-10-26 14:00:00,10:50
14654,2021-03-09 05:00:00,2021-09-02 13:00:00,02-09-2021 15:33,17,564,11,47,0,1,3,12,0,,15:33
14655,2021-02-09 23:00:00,2021-09-02 14:00:00,03-09-2021 04:10,11,289,20,63,0,5,3,12,1,2021-11-02 23:00:00,04:10
14656,2021-04-09 00:00:00,2021-09-02 15:00:00,02-09-2021 23:57,1,134,16,10,1,0,3,5,0,,23:57
14657,2021-03-09 18:00:00,2021-09-02 16:00:00,03-09-2021 09:05,21,338,2,66,0,0,1,2,1,2021-11-13 18:00:00,09:05
14658,2021-02-09 20:00:00,2021-09-02 17:00:00,03-09-2021 05:36,5,456,15,46,1,2,3,1,1,2021-12-18 20:00:00,05:36
14659,2021-04-09 06:00:00,2021-09-02 18:00:00,02-09-2021 18:57,5,146,12,45,1,2,1,5,0,,18:57
14660,2021-05-09 02:00:00,2021-09-02 19:00:00,03-09-2021 18:44,10,275,2,27,0,3,1,16,1,2021-12-15 02:00:00,18:44
14661,2021-05-09 00:00:00,2021-09-02 20:00:00,02-09-2021 20:30,5,325,8,14,1,3,0,12,0,,20:30
14662,2021-04-09 22:00:00,2021-09-02 21:00:00,02-09-2021 22:18,16,561,0,58,0,6,0,10,0,,22:18
14663,2021-04-09 06:00:00,2021-09-02 22:00:00,03-09-2021 03:04,1,565,10,75,0,5,1,9,1,2022-08-30 06:00:00,03:04
14664,2021-05-09 15:00:00,2021-09-02 23:00:00,03-09-2021 03:34,27,437,9,24,0,0,1,6,1,2021-10-10 15:00:00,03:34
14665,2021-03-09 05:00:00,2021-09-03 00:00:00,03-09-2021 05:11,20,392,18,79,1,1,2,18,0,,05:11
14666,2021-05-09 15:00:00,2021-09-03 01:00:00,03-09-2021 21:38,4,534,1,24,0,3,3,11,1,2021-10-08 15:00:00,21:38
14667,2021-05-09 22:00:00,2021-09-03 02:00:00,03-09-2021 08:03,20,264,7,59,0,5,1,4,1,2021-10-01 22:00:00,08:03
14668,2021-05-09 08:00:00,2021-09-03 03:00:00,03-09-2021 06:55,13,306,3,68,1,2,1,16,1,2021-12-02 08:00:00,06:55
14669,2021-05-09 02:00:00,2021-09-03 04:00:00,03-09-2021 05:01,12,573,14,77,0,5,1,10,0,,05:01
14670,2021-03-09 06:00:00,2021-09-03 05:00:00,03-09-2021 11:08,9,569,15,46,0,2,3,4,0,,11:08
14671,2021-04-09 22:00:00,2021-09-03 06:00:00,03-09-2021 23:30,7,352,15,64,1,0,3,18,1,2021-10-13 22:00:00,23:30
14672,2021-04-09 13:00:00,2021-09-03 07:00:00,04-09-2021 01:16,2,266,18,48,0,2,2,8,0,,01:16
14673,2021-05-09 14:00:00,2021-09-03 08:00:00,03-09-2021 09:27,13,241,7,56,1,5,1,15,0,,09:27
14674,2021-04-09 02:00:00,2021-09-03 09:00:00,03-09-2021 21:59,5,486,5,13,0,5,3,10,0,,21:59
14675,2021-03-09 19:00:00,2021-09-03 10:00:00,03-09-2021 11:11,5,206,4,48,0,4,1,4,1,2021-10-20 19:00:00,11:11
14676,2021-03-09 18:00:00,2021-09-03 11:00:00,04-09-2021 07:50,5,515,19,57,1,1,1,8,0,,07:50
